data,count,response 
2014-05-05,3,internals 
2014-04-30,3,internals 
2014-04-29,3,internals 
2014-04-24,2,internals 
2014-04-23,1,internals 
2014-04-18,1,internals 
2014-04-17,4,internals 
2014-04-15,2,internals 
2014-04-14,1,internals 
2014-04-11,2,internals 
2014-04-10,2,internals 
2014-04-09,1,internals 
2014-04-08,1,internals 
2014-04-07,1,internals 
2014-04-04,3,internals 
2014-04-03,2,internals 
2014-04-02,5,internals 
2014-04-01,1,internals 
2014-03-31,1,internals 
2014-03-28,1,internals 
2014-03-26,1,internals 
2014-03-25,1,internals 
2014-03-24,3,internals 
2014-03-22,1,internals 
2014-03-20,3,internals 
2014-03-19,1,internals 
2014-03-17,1,internals 
2014-03-14,1,internals 
2014-03-13,3,internals 
2014-03-11,3,internals 
2014-03-10,1,internals 
2014-03-07,1,internals 
2014-03-06,4,internals 
2014-03-05,6,internals 
2014-03-04,5,internals 
2014-03-03,1,internals 
2014-03-02,1,internals 
2014-03-01,1,internals 
2014-02-28,4,internals 
2014-02-27,3,internals 
2014-02-25,2,internals 
2014-02-24,1,internals 
2014-02-22,2,internals 
2014-02-20,2,internals 
2014-02-19,3,internals 
2014-02-18,2,internals 
2014-02-17,4,internals 
2014-02-14,2,internals 
2014-02-13,4,internals 
2014-02-12,1,internals 
2014-02-11,5,internals 
2014-02-10,2,internals 
2014-02-07,1,internals 
2014-02-06,4,internals 
2014-02-04,1,internals 
2014-02-03,3,internals 
2014-01-31,4,internals 
2014-01-30,1,internals 
2014-01-29,2,internals 
2014-01-27,3,internals 
2014-01-26,1,internals 
2014-01-25,1,internals 
2014-01-24,1,internals 
2014-01-23,1,internals 
2014-01-22,3,internals 
2014-01-21,1,internals 
2014-01-20,2,internals 
2014-01-18,1,internals 
2014-01-17,3,internals 
2014-01-16,1,internals 
2014-01-15,5,internals 
2014-01-14,1,internals 
2014-01-13,2,internals 
2014-01-11,1,internals 
2014-01-10,1,internals 
2014-01-09,3,internals 
2014-01-08,3,internals 
2014-01-07,3,internals 
2014-01-06,1,internals 
2014-01-03,1,internals 
2013-12-31,5,internals 
2013-12-27,1,internals 
2013-12-19,1,internals 
2013-12-18,2,internals 
2013-12-17,5,internals 
2013-12-16,1,internals 
2013-12-12,4,internals 
2013-12-11,5,internals 
2013-12-10,2,internals 
2013-12-09,1,internals 
2013-12-07,2,internals 
2013-12-06,5,internals 
2013-12-05,1,internals 
2013-12-04,1,internals 
2013-12-03,3,internals 
2013-12-02,1,internals 
2013-11-28,1,internals 
